Lens ID,Country,Publication Date,Publication Year,Title,Assignee (Applicant),Primary Assignee,Technology Category,Application Area,Abstract,URL
113-015-542-063-145,European Patent Office,2017-08-30,2017,LITHIUM SECONDARY BATTERY EXHIBITING EXCELLENT PERFORMANCE,LG CHEMICAL LTD,LG CHEMICAL,Others,General Applications,,https://lens.org/113-015-542-063-145
081-899-995-719-941,United States,2017-10-17,2017,Fast charging method for battery,DONGGUAN AMPEREX TECH LTD,DONGGUAN AMPEREX TECH,Charging Technology,General Applications,"The present invention provides a fast charging method for battery, including the steps as follows: (1) the battery is charged with a constant current I1 and the charging time is t1; (2) the battery is charged with a constant current I2 and the charging time is t2; (3) the battery is discharged with the constant current I2 and the discharging time is t3, recycling until the voltage reaches a pre-charging voltage of battery; (4) the battery is standed after the voltage reaching the pre-charging voltage of battery, and the rest time is t4, and then the battery is charged with a constant current I3 until the voltage reaching a cut-off voltage of battery, and then the battery is charged with a constant voltage until the current reaching a cut-off current I4; wherein, I2<I1, t2<t1, t3<t1, I2<I3≦I1, I4≦I2. The fast charging method provided in present invention can decrease the polarization in pulse charging phase, increase the time of whole pulse charging phase, improve the charging speed in pulse charging phase, and thus shorten the full-charging time.",https://lens.org/081-899-995-719-941
033-565-700-450-033,United States,2017-04-04,2017,High-capacity cylindrical lithium ion battery and production method thereof,ZHANG GUIPING;;ZHANG PANYI;;SHIHLIEN APEX HUAIAN TECH CO LTD,ZHANG GUIPING,Manufacturing,General Applications,"The invention discloses a high-capacity cylindrical lithium ion battery. Tab-position end face is shaped; a high frequency oscillation and pressure are applied on to make the foil bodies softened in the scope of 0.1-6.5 mm. At the instant of high-frequency oscillation, the rigidity of the foil body is greatly decreased; and the foil bodies are mutually wound and compressed together, so that the weight density of the foil body in unit volume is increased and meanwhile, the rigidity of the compressed foil body at the Tab-position end face is greatly increased, thereby laying a firm foundation for laser welding of the 1 Tab-position end face and a current collector, increasing a laser welding effective area of the Tab-position end face and the current collector, and improving the welding strength.",https://lens.org/033-565-700-450-033
008-182-251-113-570,United States,2017-04-06,2017,DISTRIBUTING CONDUCTIVE CARBON BLACK ON ACTIVE MATERIAL IN LITHIUM BATTERY ELECTRODES,GM GLOBAL TECH OPERATIONS LLC,GM GLOBAL TECH OPERATIONS,Battery Chemistry,Electric Vehicles,"Improved electrodes for lithium battery cells are made by coating micrometer-size anode or cathode material particles with aggregates of smaller conductive carbon black particles in two mixing steps, using a liquid dispersant in each step for the mixing particles. A first portion of carbon black is vigorously mixed with the electrode particles to coat their surfaces with the smaller carbon black particles. A second portion of carbon black is less vigorously mixed with the initially coated electrode particles to form clusters of carbon black particles at the interfaces of the previously coated electrode particles. This two-step distribution of carbon black particles increases the power capacity of the porous electrode layer bonded to its current collector and increases the life of its battery cell.",https://lens.org/008-182-251-113-570
028-172-132-056-610,United States,2017-06-15,2017,"Battery Energy Storage System Management Apparatus, Battery Energy Storage System Management Method, and Battery Energy Storage System",HITACHI LTD,HITACHI,Others,Energy Storage Systems,"In a BESS management apparatus, a history database stores operation history data related to operation history of a BESS and price history data related to price history of a service. A state estimation unit estimates a state of charge and a state of health of a battery. A simulation unit calculates a performance score of the BESS with respect to providing of the service based on the operation history data stored in the history database and the state of charge and the state of health of the battery estimated by the state estimation unit. A price prediction unit calculates a predicted price of the service based on the price history data stored in the history database. A control parameter selection unit selects a control parameter for controlling an operation of the BESS based on the performance score and the predicted price.",https://lens.org/028-172-132-056-610
099-519-485-715-381,China,2017-04-26,2017,Negative electrode material for sodium-ion battery and preparation method of negative electrode material and sodium-ion battery,DONGGUAN JIAQIAN NEW MAT TECH CO LTD,DONGGUAN JIAQIAN NEW MAT TECH,Manufacturing,General Applications,"The invention discloses a negative electrode material for a sodium-ion battery and a preparation method of the negative electrode material and the sodium-ion battery. A biomass shell is adopted as a raw material, and the biomass shell is prepared into hard carbon through simple treatment as the negative electrode material for the sodium-ion battery, so that the cost of the sodium-ion battery is reduced, waste is changed into treasure and the waste is reduced. The negative electrode material for the battery has excellent sodium ion acceptable performance, and the prepared sodium-ion battery has stable and excellent performance and has a good industrial production prospect.",https://lens.org/099-519-485-715-381
151-249-675-758-91X,China,2017-02-08,2017,Echelon utilization lithium battery performance evaluation method,UNIV ZHENGZHOU LIGHT IND,UNIV ZHENGZHOU LIGHT IND,Battery Recycling,Electric Vehicles,"The invention discloses an echelon utilization lithium battery performance evaluation method which can be applied to echelon recycling of lithium batteries. The echelon utilization lithium battery performance evaluation method comprises the steps of designing performance test condition of a lithium battery, that is, designing the test time, determining the initial SOC state and designing the discharge intermittent time; extracting health feature data of the lithium battery according to the designed test conditions; then performing SOH estimation based on a health state decision-making method of a multi-health life model data fusion technology; and finally dividing an echelon utilization range of the lithium battery. The echelon utilization lithium battery performance evaluation method can be applied to echelon recycling of the lithium battery, not only can enable the performance of the lithium battery to be given into full play so as to be conducive to energy conservation and emission reduction, but also can relieve pressure brought for the recycling work by a circumstance that a great number of lithium batteries get into a recycling stage.",https://lens.org/151-249-675-758-91X
047-435-462-025-631,United States,2017-10-26,2017,MOTOR VEHICLE,TOYOTA MOTOR CO LTD,TOYOTA MOTOR,Charging Technology,Electric Vehicles,"There is provided a motor vehicle including a lithium ion capacitor; an electrical load configured to transmit electric power to and from at least the lithium ion capacitor; and a control device. The control device is programmed to control the lithium ion capacitor such as to be charged and discharged according to a discharging excess pattern that provides a higher discharge current value than a charging current value, when a degree of degradation of the lithium ion capacitor reaches or exceeds a predetermined level by charging and discharging the lithium ion capacitor according to a charging excess pattern that provides a higher charging current value than a discharge current value.",https://lens.org/047-435-462-025-631
056-169-903-015-015,United States,2017-10-17,2017,Recycled secondary battery supply forecast system and recycled secondary battery supply forecast usage,NISHIZAWA TOSHIHIRO;;NEC CORP,NISHIZAWA TOSHIHIRO,Others,Electric Vehicles,"A recycled battery supply forecast unit 201 of a battery management server 20 receives, from a plurality of vehicles 40, performance information of a secondary battery 403 mounted on each of the vehicles 40 and state information of the vehicle for determining a life of the vehicle 40, makes a forecast of an end of life of the vehicle 40 by using history of the state information of that vehicle, and makes a forecast of performance of the secondary battery 403 at the end of life of that vehicle 40 by using history of the performance information of the secondary battery 403. In addition, a forecast is made of a supply quantity of recyclable secondary batteries at a certain point in time in the future based on a forecast result of the performance of the secondary battery 203 at the end of life of each vehicle 40.",https://lens.org/056-169-903-015-015
012-031-186-602-517,China,2017-11-24,2017,Electric automobile battery pack system and voltage and current detection method,UNIV JIANGSU,UNIV JIANGSU,Thermal & Safety,Electric Vehicles,"The invention discloses an electric automobile battery pack system and a voltage and current detection method thereof, and belongs to the field of automobile electronic application. The battery pack system comprises a battery management system and battery packs. The battery management system acquires the battery pack system parameters. The battery pack system parameters include battery pack total voltage, fuse positive and negative end voltage, high voltage bus positive and negative end voltage, bus current, voltage of each battery pack and temperature of the battery packs. The battery management system performs safety diagnosis according to the voltage parameters of the battery packs and closes contactors in order. The battery management system selects the thermal management mode according to the temperature state of each battery pack and transmits a request signal to a finished automobile controller. The service life of the battery packs and the endurance mileage can be enhanced through data acquisition, safety diagnosis and thermal management under the premise of guaranteeing operation safety.",https://lens.org/012-031-186-602-517
024-062-452-439-706,China,2017-07-21,2017,Repairable lithium battery device and repair method thereof,SHANGHAI NAXIAO ENERGY TECH CO LTD,SHANGHAI NAXIAO ENERGY TECH,Battery Chemistry,Electric Vehicles,"This application discloses a repairable lithium battery device and a repair method thereof. The lithium battery device comprises a shell, an electric core and an electrode column, the electric core is arranged in the shell, the electrode column is electrically connected to the electric core, the electric core comprises an anode, a cathode, an electrolyte, a diaphragm and a repair mechanism, the repair mechanism comprises a closed cavity, active metal and an lead-out device, the active metal is arranged in the closed cavity, the lead-out device is electrically connected to the active metal, and the closed cavity is adjacent to the interior of the shell. According to the repairable lithium battery device, the closed cavity containing the active metal is preset in the shell, the normal operation of lithium batteries is not influenced, after the capacity of the batteries is reduced, the metal lead-out device and the active metal lithium are connected together so that recycled batteries can be activated, recycling and re-usage of the lithium batteries are achieved, the service life of the lithium batteries is prolonged, the direct scrap pollution is avoided, and the recycling cost is reduced.",https://lens.org/024-062-452-439-706
109-388-395-906-399,United States,2017-05-30,2017,Thermal management for high-capacity large format Li-ion batteries,UT BATTELLE LLC,UT BATTELLE,Battery Chemistry,General Applications,A lithium ion battery includes a cathode in electrical and thermal connection with a cathode current collector. The cathode current collector has an electrode tab. A separator is provided. An anode is in electrical and thermal connection with an anode current collector. The anode current collector has an electrode tab. At least one of the cathode current collector and the anode current collector comprises a thermal tab for heat transfer with the at least one current collector. The thermal tab is separated from the electrode tab. A method of operating a battery is also disclosed.,https://lens.org/109-388-395-906-399
098-680-326-462-959,United States,2017-09-12,2017,Lithium ion batteries,UNIV TSINGHUA;;HON HAI PREC IND CO LTD,UNIV TSINGHUA,Battery Chemistry,General Applications,"A lithium ion battery includes at least one cathode electrode, at least one anode electrode, and an electrolyte. The cathode electrode includes at least one first carbon nanotube paper and at least one cathode electrode plate. The cathode electrode plate locates on a surface of the at least one first carbon nanotube paper, and includes a plurality of stacked first carbon nanotube films. A cathode active material is dispersed in the plurality of first carbon nanotube films. An anode electrode includes at least one first second carbon nanotube paper and at least one first anode electrode plate. The anode electrode plate is located on a surface of the at least one first second carbon nanotube paper, and includes a plurality of stacked second carbon nanotube films. An anode active material is dispersed in the plurality of second carbon nanotube films.",https://lens.org/098-680-326-462-959
092-659-952-689-072,European Patent Office,2017-04-05,2017,PARALLEL CHARGING AND POWER SUPPLY SYSTEM FOR PURE ELECTRIC VEHICLE,ADVANCED HIGH POWER MULTI (ACT/XE) SOURCE ENERGY SCIENCE-TECH CO LTD,ADVANCED HIGH POWER MULTI (ACT/XE) SOURCE ENERGY SCIENCE-TECH,Charging Technology,Electric Vehicles,"A parallel charging and power supply system for a battery electric vehicle comprises a battery unit, a battery management system, a vehicle control unit, a motor controller and a motor, wherein a corresponding signal output end and a signal input end of the battery management system are respectively connected with a corresponding signal input end and a signal output end of the battery unit; the motor controller is respectively connected with a power output end of the battery unit, a power input end of the motor and a signal output end of the motor; a signal input end of the vehicle control unit is respectively connected with the corresponding signal output ends of the battery management system and the motor controller; the battery unit itself is provided with a conversion module for controlling the charging of the battery unit itself according to the commands of the battery management system, and a signal input end of the conversion module is connected with the corresponding signal output end of the battery management system; the power input end of the motor is connected with the power output end of the motor controller for obtaining electric energy and outputting the mechanical energy to drive the vehicle to travel; and the signal output end of the motor is connected with the corresponding signal input end of the motor controller. The parallel charging and power supply system for the battery electric vehicle of the present disclosure not only greatly increases the traveling mileage of the battery electric vehicle, but also possesses high safety, light weight, low price, and simple and quick charging.",https://lens.org/092-659-952-689-072
127-346-838-152-707,United States,2017-03-02,2017,LITHIUM BATTERY FABRICATION PROCESS USING MULTIPLE ATMOSPHERIC PLASMA NOZZLES,LIU JIANYONG;;GM GLOBAL TECH OPERATIONS LLC,LIU JIANYONG,Battery Chemistry,General Applications,"A first atmospheric plasma producing nozzle is used to direct a gas-borne stream of plasma heated and activated particles of lithium battery electrode material for deposition on a surface of lithium cell member, such as a separator or current collector foil. A second atmospheric plasma producing nozzle is used to direct a gas-borne stream of plasma heated and activated metal particles at the same surface area being coated with the stream of electrode material particles. The two plasma streams are combined at the cell member surface to form a layer of electrically-conductive metal-bonded particles of electrode material. The use of multiple atmospheric plasma streams is useful in making thin, efficient, and lower cost electrode structures for lithium batteries.",https://lens.org/127-346-838-152-707
157-144-762-717-195,Japan,2017-03-02,2017,"CONTROL METHOD OF SODIUM ION SECONDARY BATTERY, CONTROLLER FOR SODIUM ION SECONDARY BATTERY, AND SODIUM ION SECONDARY BATTERY FOR USE IN CONTROL METHOD OR CONTROLLER FOR SODIUM ION SECONDARY BATTERY",NISSAN MOTOR,NISSAN MOTOR,Battery Chemistry,Electric Vehicles,"PROBLEM TO BE SOLVED: To provide a control method of sodium ion secondary battery, and a controller for sodium ion secondary battery capable of achieving high cycle durability while maintaining a high average voltage, and to provide a sodium ion secondary battery for use in the control method of sodium ion secondary battery, or the controller for sodium ion secondary battery.SOLUTION: A control method of sodium ion secondary battery has a positive electrode using a positive electrode active material, a negative electrode using a negative electrode active material, and a nonaqueous electrolyte. The charge capacity of negative electrode/the charge capacity of positive electrode (A/C) is 0.5-0.9, and the positive electrode active material contains a sodium layered compound represented by compositional formula (1): Na(NiMn)O. In the use method of a sodium ion secondary battery, when charging the sodium ion secondary battery, an upper limit range is in the range where the effective charge capacity (A/C) of the charge capacity of negative electrode/the charge capacity of positive electrode is 0.9-1.1.SELECTED DRAWING: Figure 1",https://lens.org/157-144-762-717-195
187-792-661-781-781,United States,2016-06-23,2016,LITHIUM-ION SECONDARY BATTERY,TOYOTA MOTOR CO LTD,TOYOTA MOTOR,Battery Chemistry,General Applications,"A lithium-ion secondary battery including a wound body provided by winding a sheet unit around an axis, the sheet unit including a power-generating element provided by stacking a positive electrode unit and a negative electrode unit with a separator interposed between them, wherein the following expression (1) is satisfied: 0.02≰A/B≰0.05 (1) where A represents a width of the separator from one end to a position corresponding to an end of an applied portion of the negative electrode unit, and B represents a width of the separator from the one end to the other end in the axial direction, and the positive electrode unit includes an active material particle forming a hollow structure including a secondary particle formed of a plurality of primary particles of lithium-transition metal oxide and a hollow portion formed inside the secondary particle, and the secondary particle has a through hole extending from an outside to the hollow portion.",https://lens.org/187-792-661-781-781
158-903-692-687-197,China,2016-05-25,2016,Energy supply system and control strategy of lithium batteries of electric automobile,UNIV SOUTHWEST JIAOTONG,UNIV SOUTHWEST JIAOTONG,Charging Technology,Electric Vehicles,"The invention discloses an energy supply system and a control strategy of lithium batteries of an electric automobile, applied to energy storage and distribution of an electric automobile. Three super-capacitors are arranged between a lithium battery pack (1) and a motor and energy recycling system (2) of the automobile in parallel. With the system, the lithium batteries are less prone to large current charge-discharge impact, and thus the service life of the lithium batteries is prolonged extremely; as the life of the super-capacitors is long, the whole life of the system is prolonged, working conditions of large current discharging of the lithium batteries are reduced, and the safety of the batteries is enhanced. Current does not change greatly, so that the estimation on remaining capacity of the lithium batteries and the battery equalization are facilitated, and the algorithm complexity of a battery management system is lowered. Recycled energy is directly stored in the super-capacitors, does not need to be charged into the lithium battery pack to serve as power, and can be directly used by a motor, so that the recycled energy use ratio is enhanced, and the battery use cost is lowered.",https://lens.org/158-903-692-687-197
019-355-774-053-10X,China,2016-07-06,2016,Infrared thermal imaging-based safety pre-warning method for battery pack and pre-warning system thereof,CHONGQING BINGHE AUTOMATION TECH CO LTD,CHONGQING BINGHE AUTOMATION TECH,Thermal & Safety,General Applications,"The invention provides an infrared thermal imaging-based safety pre-warning method for a battery pack and a pre-warning system thereof. By an infrared thermal imaging technology, full-temperature field detection is carried out on a single motor and the whole battery pack; a temperature index is analyzed and calculated; the battery consistency is judged; the battery safety fault pre-warning is given according to a temperature threshold value of the battery type; and meanwhile, the stability of the safety pre-warning system is ensured by an independent power supply mode independent on the tested battery pack. According to the infrared thermal imaging-based safety pre-warning method and pre-warning system, the emergency management reliability of a battery pack management system is greatly improved.",https://lens.org/019-355-774-053-10X
095-083-474-200-120,United States,2016-11-29,2016,Estimation of lithium-ion battery capacity as function of state-of-lithiation swing,FORD GLOBAL TECH LLC,FORD GLOBAL TECH,Battery Chemistry,Electric Vehicles,A method includes controlling operation of a vehicle in response to an estimation of a capacity loss and capacity of a lithium-ion battery module of the vehicle. The estimation is a function that includes a state-of-lithiation swing and fracture of a solid-electrolyte interphase of an electrode of the lithium-ion battery module. The methodology can be implemented in a vehicle that includes a lithium-ion battery module and a controller that controls operation of the vehicle in response to such an estimation.,https://lens.org/095-083-474-200-120
002-048-663-824-621,China,2016-04-13,2016,Recycling method for waste power lithium ion batteries,SHANDONG GOLDENCELL ELECTRONICS TECH CO LTD,SHANDONG GOLDENCELL ELECTRONICS TECH,Battery Pack & Structure,General Applications,"The invention provides a recycling method for waste power lithium ion batteries. The method solves the problem that the complementary energy of the waste power lithium ion batteries can be effectively utilized and exerts the use value of the power batteries to the maximum extent. In order to realize the purpose, the technical scheme adopted by the recycling method is that the recycling method for the waste power lithium ion batteries comprises the following steps: firstly, information collection: examining nameplate and label information on a battery pack; secondly, performance detection: A, battery monomer voltage detection, B, battery monomer internal resistance detection, C, capacity detection, and D, self-discharge detection; and thirdly, utilizability judgment. The recycling method has the beneficial technical effects that the waste batteries are recycled to fully exert the use value of the complementary energy of the waste power lithium ion batteries; the consistency effect of the combination of the waste batteries once again is effectively improved through the system testing of battery voltage, internal resistance, capacity, capacity retention ratio and self-discharge rate, and then the service life of the recycled batteries is guaranteed.",https://lens.org/002-048-663-824-621
199-416-508-867-796,United States,2016-05-31,2016,Vehicle,KIMURA KENJI;;SATO AKIHIRO;;TOYOTA MOTOR CO LTD,KIMURA KENJI,Others,Electric Vehicles,"A vehicle has a motor and an engine each serving as a driving source for running the vehicle, and assembled batteries each capable of supplying an electric power to the motor. The assembled batteries include a high-power assembled battery and a high-capacity assembled battery. The high-power assembled battery is capable of charge and discharge with a current relatively larger than that in the high-capacity assembled battery, and the high-capacity assembled battery has an energy capacity relatively larger than that of the high-power assembled battery. In running of the vehicle using an output from the motor with the engine stopped, the high-capacity assembled battery supplies a more electric power to the motor than that in the high-power assembled battery. The high-power assembled battery is placed in a riding space where a passenger rides, and the high-capacity assembled battery is placed in a luggage space different from the riding space.",https://lens.org/199-416-508-867-796
172-725-397-550-604,United States,2016-11-15,2016,Stored energy and charging appliance,AEROVIRONMENT INC,AEROVIRONMENT,Charging Technology,Electric Vehicles,"A charging system detachably drawing from a power source comprising: (a) an electrical output configuration; (b) an electrical input configuration; and (c) an energy store configuration; and methods of provisioning the energy store, the charging system, and electric vehicle charger devices.",https://lens.org/172-725-397-550-604
028-884-965-886-42X,China,2016-04-20,2016,Method for analyzing burn-in path dependence of lithium-ion battery,BEIJING BEIJIAO NEW ENERGY TECH CO LTD,BEIJING BEIJIAO NEW ENERGY TECH,Charging Technology,Electric Vehicles,"The invention discloses a method for analyzing the burn-in path dependence of a lithium-ion battery. The method comprises the following steps: testing an obsolete lithium-ion battery used for a pure electric vehicle, analyzing the distribution characteristics of the capacity and the internal resistance of the lithium-ion battery, and determining a burn-in state of the obsolete lithium-ion battery used for the pure electric vehicle and the relevance between capacity and internal resistance changes; explaining a concept of lithium-ion battery burn-in path dependence based on the distribution characteristic analysis of the capacity and the internal resistance in conjunction with two possible generalized burn-in paths; building a cycle life experimental database of the lithium-ion battery for a specific actual running environment of the pure electric vehicle in order to quantitatively analyze the burn-in path dependence of the lithium ion battery in a laboratory; quantitatively analyzing the influences of a temperature, a discharging depth and thermal drift on a lithium-ion battery burn-in path and a corresponding degradation mechanism by applying an electrochemical in-situ analysis means based on the cycle life experimental database of the lithium-ion battery in order to form the method for analyzing the burn-in path dependence of the lithium-ion battery.",https://lens.org/028-884-965-886-42X
189-448-289-526-986,United States,2016-03-15,2016,Multi-terminal battery with sensor terminal,EC POWER LLC,EC POWER,Others,General Applications,"A battery with three types of terminals is disclosed. The terminals include at least one negative terminal, at least one positive terminal, and at least one sensor terminal. The negative and positive terminals carry current during battery operation, while the sensor terminal is used to sense, communicate and/or control certain aspects of the battery. The sensor terminal can also be connected to external electronic units for sensing, communication and control of the battery usage.",https://lens.org/189-448-289-526-986
038-378-496-841-341,United States,2016-04-21,2016,FAST CHARGING METHOD FOR BATTERY,DONGGUAN AMPEREX TECH LTD,DONGGUAN AMPEREX TECH,Charging Technology,General Applications,"The present invention provides a fast charging method for battery, including the steps as follows: (1) the battery is charged with a constant current I1 and the charging time is t1; (2) the battery is charged with a constant current I2 and the charging time is t2; (3) the battery is discharged with the constant current I2 and the discharging time is t3, recycling until the voltage reaches a pre-charging voltage of battery; (4) the battery is standed after the voltage reaching the pre-charging voltage of battery, and the rest time is t4, and then the battery is charged with a constant current I3 until the voltage reaching a cut-off voltage of battery, and then the battery is charged with a constant voltage until the current reaching a cut-off current I4; wherein, I2<I1, t2<t1, t3<t1, I2<I3≰I1, I4≰I2. The fast charging method provided in present invention can decrease the polarization in pulse charging phase, increase the time of whole pulse charging phase, improve the charging speed in pulse charging phase, and thus shorten the full-charging time.",https://lens.org/038-378-496-841-341
194-004-457-635-182,United States,2016-03-08,2016,Batteries with replenishable storage capacities,LIU PING;;WANG JOHN;;SOUKIAZIAN SOUREN;;HRL LAB LLC,LIU PING,Battery Chemistry,General Applications,"This invention provides batteries with improved calendar and cycle lifetimes. A rechargeable battery comprises an additional electrode that includes active ions, such as lithium ions. Cell capacity of the battery can be increased by supplying these active ions to the anode or the cathode. In some variations, this invention provides a lithium-ion battery comprising an anode, a cathode, an electrolyte, and an additional lithium-containing electrode, wherein the additional lithium-containing electrode is capable of supplying lithium ions to the anode or the cathode in the presence of an electrical current.",https://lens.org/194-004-457-635-182
032-972-958-504-547,United States,2016-02-11,2016,Rapid Charging Mobile Electronic Device Battery Case,ZAWADZKI MICHAEL JOZEF;;ZIEMKIEWICZ KRZYSZTOF;;MAJCHRZAK JR MICHAEL JOHN,ZAWADZKI MICHAEL JOZEF,Charging Technology,Electric Vehicles,"A rapid charging battery case for a mobile electronic device that comprises a protective casing, a fast charging battery, and a charging circuit. The protective casing forms a snug fit between the casing and the mobile electronic device protecting the mobile electronic device from impact forces. The battery case includes a power jack input port for receiving a 3.5 mm diameter power supply jack that charges the fast charging battery in under fifteen minutes. The internal battery of the mobile electronic device is charged simultaneously with the fast charging battery. Once the power supply is disconnected from the battery case, the fast charging battery continues to charge the internal battery of the mobile electronic device.",https://lens.org/032-972-958-504-547
070-905-557-924-434,United States,2016-02-04,2016,METHOD AND DEVICE FOR FAST-CHARGING OF RECHARGEABLE BATTERIES,STOREDOT LTD,STOREDOT,Charging Technology,Electric Vehicles,"A system and method for fast charging of a lithium-ion battery, including: continuously monitoring a state of charge (SOC) of the lithium-ion battery; during a normal mode of operation and upon detecting that the battery is at the predetermined low charge level, discontinuing the discharge; upon detecting that the battery is connected to a charger, providing charging rate of at least 4C for at least part of charging; and upon detecting that the battery, while connected to the charger is at the predetermined high charge level, discontinue the charging, wherein the predetermined low charge level and the predetermined high charge level define a consumable capacity of the battery, wherein the consumable capacity is below 50% of the full capacity of the battery.",https://lens.org/070-905-557-924-434
020-141-810-225-151,United States,2016-06-14,2016,Method and device for fast-charging of rechargeable batteries,STOREDOT LTD,STOREDOT,Charging Technology,Electric Vehicles,"A system and method for fast charging of a lithium-ion battery, including: continuously monitoring a state of charge (SOC) of the lithium-ion battery; during a normal mode of operation and upon detecting that the battery is at the predetermined low charge level, discontinuing the discharge; upon detecting that the battery is connected to a charger, providing charging rate of at least 4 C for at least part of charging; and upon detecting that the battery, while connected to the charger is at the predetermined high charge level, discontinue the charging, wherein the predetermined low charge level and the predetermined high charge level define a consumable capacity of the battery, wherein the consumable capacity is below 50% of the full capacity of the battery.",https://lens.org/020-141-810-225-151
015-708-966-045-863,United States,2016-02-23,2016,Lithium ion battery electrode,WANG JIA-PING;;JIANG KAI-LI;;FAN SHOU-SHAN;;UNIV TSINGHUA;;HON HAI PREC IND CO LTD,WANG JIA-PING,Others,General Applications,A current collector includes a support and at least one graphene layer located on the support. The support includes two surfaces. The at least one graphene layer is located on one of the two surfaces of the support. The at least one graphene layer includes a number of uniformly distributed graphenes.,https://lens.org/015-708-966-045-863
010-488-836-246-161,United States,2016-11-29,2016,Fast charging terminal,HUIZHOU TCL MOBILE COMMUNICATION CO LTD,HUIZHOU TCL MOBILE COMMUNICATION,Charging Technology,General Applications,"A fast charging terminal is provided, which includes a battery, a USB interface, a switch module, a supply voltage detecting unit, a central processor, and a charging management unit. After the USB interface is connected to an intelligent charger, the switch module is switched on when the supply voltage outputted by the USB interface is within a safe supply voltage range such that the charging management unit converts the supply voltage and the supply current. The charging management unit decreases the supply voltage and increases the supply current to charge the battery.",https://lens.org/010-488-836-246-161
035-273-084-359-196,China,2016-01-06,2016,Energy management method and system for various energy storage systems including echelon utilization batteries,CHINA ELECTRIC POWER RES INST;;STATE GRID CORP CHINA,CHINA ELECTRIC POWER RES INST,Others,Electric Vehicles,"The invention provides an energy management method and system for various energy storage systems including echelon utilization batteries. The method comprises the following steps: (1) receiving related operation data of energy storage batteries; (2) storing and managing related operation data of the energy storage batteries; (3) determining power distribution coefficients of the energy storage batteries at random; (4) calculating power values, which are distributed to an echelon utilization battery energy storage system and a lithium battery energy storage system, from total power of the energy storage batteries on the basis of an adaptive power distribution method; (5) adjusting power distribution coefficients of the energy storage batteries in real time; (6) correcting power command values of the energy storage batteries; and (7) outputting the power command values of the energy storage batteries. According to the energy management method and system for various energy storage systems including the echelon utilization batteries, the targets of preventing overcharge and over-discharge of the energy storage systems and keeping good properties of the energy storage systems are reached, so that the targets of coordination control and energy management on various energy storage battery power stations including conventional batteries and the echelon utilization batteries are achieved.",https://lens.org/035-273-084-359-196
163-042-443-019-832,United States,2016-03-03,2016,LITHIUM ION BATTERY SYSTEM,HITACHI LTD,HITACHI,Others,General Applications,"It is provided a computer system, comprising a plurality of computers configured to execute processing in response to requests received from a plurality of external systems. The plurality of computers share an acceptance weight statistic value calculated by each of the plurality of computers with another computer within the same network segment. The processor of each of the plurality of computers is configured to: receive a broadcast transmitted from one of the plurality of external systems to the same network segment; determine whether to respond to the received broadcast by referring to the shared acceptance weight statistic value; and send a response to the one of the plurality of external systems that has transmitted the broadcast in order to allow the one of the plurality of external systems to transmit a processing request in a case where it is determined to respond to the received broadcast.",https://lens.org/163-042-443-019-832
199-100-658-906-702,United States,2016-09-06,2016,Device and method for determining deterioration of secondary battery,TAKAHASHI KENJI;;HAGA NOBUYASU;;TOMURA SHUJI;;TOYOTA MOTOR CO LTD,TAKAHASHI KENJI,Battery Pack & Structure,Electric Vehicles,"A secondary battery is implemented as an assembly of a plurality of battery modules. An ECU calculates a deterioration indicator quantitatively indicating a degree of deterioration of a battery module for each of the plurality of battery modules, and detects as a module to be replaced, a battery module of which deterioration indicator has reached a prescribed replacement level. The ECU further extracts a module to additionally be replaced, which should be replaced simultaneously with the module to be replaced above, from battery modules of which deterioration indicator has not reached the replacement level, among the plurality of battery modules.",https://lens.org/199-100-658-906-702
131-151-908-046-446,United States,2016-09-01,2016,METHOD FOR RECYCLING ELECTRODE MATERIALS OF LITHIUM ION BATTERIES,MICROVAST POWER SYSTEMS CO LTD,MICROVAST POWER SYSTEMS,Battery Recycling,General Applications,"A method for recycling electrode materials of lithium ion batteries, including the following steps: (1) disassembling the waste lithium ion battery to get positive electrode and negative electrode, immersing the positive electrode and/or the negative electrode into ammonia, then washing by deionized water and drying the positive electrode and/or the negative electrode; (2) sintering the dried positive electrode and/or the negative electrode, and using mechanical method to separate electrode powder material from current collector to get positive electrode powder material and/or negative electrode powder material; (3) supplementing lithium to the positive electrode powder material, then processing the positive electrode powder material by milling, spray drying and sintering to obtain regenerated positive electrode material; or processing the negative electrode powder material by milling, spray drying and sintering to obtain regenerated negative electrode material. The method has advantages of energy saving, simple operation, short processing time and less pollution.",https://lens.org/131-151-908-046-446
054-048-415-780-419,United States,2016-06-16,2016,CHARGING APPARATUS,TOYOTA MOTOR CO LTD,TOYOTA MOTOR,Charging Technology,Electric Vehicles,"A charging apparatus is mounted on a vehicle having a plurality of batteries and a power generating device. The charging apparatus is provided with a controller (i) configured to obtain power accumulation ratios of the plurality of batteries, (ii) configured to determine whether or not each of obtained power accumulation ratios is in an appropriate range corresponding to each of the plurality of batteries, and (iii) configured to control the power generating device so that generated voltage of the power generating device is in an overlap range, if it is determined that power accumulation ratio of one battery of the plurality of batteries is greater than an upper limit of the appropriate range of the one of battery and if the power generating device performs the power regeneration upon deceleration of the vehicle.",https://lens.org/054-048-415-780-419
