#,Lens ID,Jurisdiction,Publication Date,Publication Year,Title,Abstract,Applicants,Inventors,URL
576,171-257-975-747-492,US,2020-11-10,2020,Disposition manager for resource recovery,"A disposition manager configured to identify a damaged component of a damaged assembly by determining a measured first property value of a set of measured property values associated with the damaged component and obtained by a sensor is not within a range of acceptable first property values according to a specification of the damaged component. The disposition manager further configured to estimate a performance characteristic of the damaged component and a salvage value of the damaged component. The disposition manager further configured to present, to a user interface, the performance characteristic and the salvage value for the damaged component.",IBM,GILDEIN II MICHAEL E;;KALATHUR VIJAI;;KRISHNAMURTHY RAJARAM B;;MIKIJANIC CHRISTINE D;;VAUGHAN MOSES J,https://lens.org/171-257-975-747-492
577,183-053-655-966-048,EP,2023-12-06,2023,MECHANOCHEMICALLY INDUCED UNIVERSAL METHOD FOR RECYCLING LITHIUM FROM LI-ION BATTERIES,"The present invention relates to a mechanochemically induced method for recycling lithium from Li-ion batteries which can be universally applied, and which is highly efficient due to a specific heating step.",KARLSRUHER INST TECHNOLOGIE,DOLOTKO OLEKSANDR;;KNAPP MICHAEL;;EHRENBERG HELMUT,https://lens.org/183-053-655-966-048
578,188-297-417-395-334,CN,2014-01-15,2014,Method for prolonging residual recycling service life of in-parallel lithium ion battery cupboard,"The invention discloses a method for prolonging residual recycling service life of an in-parallel lithium ion battery cupboard, and aims to prolong the residual recycling service life of a battery cupboard on the premise that the loading power demand is met. According to the technical scheme, an in-parallel lithium ion battery cupboard discharge current optimal control system consisting of N+1 current measuring meters, N direct current-direct current converters, a computer and an internal resistance measuring meter is firstly established. After a certain period, the in-parallel lithium ion battery cupboard discharge current optimal control system detects the load current request Itotal, estimates the size of an SOH value of each module, and distributes the discharge current of each module according to the principle that a module with good property discharges large current and a module with poor property discharges small current on premise that a formula as described in the description is guaranteed, so as to slow down the SOH attenuation tendency of the module with poor property. Due to the adoption of the method, all modules can simultaneously reach the expected ending point of the recycling service life, the property of each module can be taken into play well, and the residual recycling service life of the lithium ion battery cupboard can be maximized.",NAT UNIV DEFENSE TECHNOLOGY,ZHANG TAO;;ZHA YABING;;HUANG ZHUO;;HUANG SHENGJUN;;LEI HONGTAO;;ZHANG YAN;;LIU BAOLONG;;GUO BO,https://lens.org/188-297-417-395-334
579,188-906-660-157-740,US,2019-01-29,2019,Method for recycling electrode materials of lithium ion batteries,"A method for recycling electrode materials of lithium ion batteries, including the following steps: (1) disassembling the waste lithium ion battery to get positive electrode and negative electrode, immersing the positive electrode and/or the negative electrode into ammonia, then washing by deionized water and drying the positive electrode and/or the negative electrode; (2) sintering the dried positive electrode and/or the negative electrode, and using mechanical method to separate electrode powder material from current collector to get positive electrode powder material and/or negative electrode powder material; (3) supplementing lithium to the positive electrode powder material, then processing the positive electrode powder material by milling, spray drying and sintering to obtain regenerated positive electrode material; or processing the negative electrode powder material by milling, spray drying and sintering to obtain regenerated negative electrode material. The method has advantages of energy saving, simple operation, short processing time and less pollution.",MICROVAST POWER SYSTEMS CO LTD,BI RUI;;ZHOU XIAOPING,https://lens.org/188-906-660-157-740
580,011-730-467-779-016,CN,2023-12-29,2023,Lithium battery recycling equipment and recycling method thereof,"The invention discloses lithium battery recycling equipment and a recycling method thereof. The lithium battery recycling equipment comprises a fixed base, a sliding groove is formed in the fixed base, a mounting frame is fixedly connected to the fixed base, a sliding rail is arranged on the mounting frame, the lithium battery recycling equipment further comprises a first clamping unit and a second clamping unit, and a peeling and cutting unit is arranged on the sliding rail. The invention belongs to the technical field of lithium battery processing devices, particularly relates to lithium battery recycling equipment and a recycling method thereof, and effectively solves the problems that when lithium battery recycling equipment in the current market is used, due to the fact that the thicknesses of shells of lithium batteries are inconsistent, repeated adjustment is needed during cutting, use is inconvenient, and the recycling efficiency is high. And in addition, manual control and adjustment are needed, and the trouble of manual operation is increased.",NINGBO BIYANG PLASTIC IND AND TRADE CO LTD,WANG XULI,https://lens.org/011-730-467-779-016
581,014-412-219-565-559,US,2024-09-05,2024,RECYCLING METHOD OF LITHIUM IRON PHOSPHATE BATTERY,"The present application provides a recycling method of a lithium iron phosphate battery. The method comprises the following steps: i) providing a first powder comprising lithium iron phosphate battery waste; ii) removing copper and aluminum from the first powder to obtain a second powder, iii) dissolving the second powder obtained in step ii) in nitric acid to obtain a solution; iv) adding carbonic acid in the solution obtained in step iii) and separating a lithium carbonate precipitate; and v) removing a remaining solution of step iv) by vacuum distillation to obtain a ferric nitrate crystal.",UWIN RESOURCE REGENERATION INC,HSU CHING-HSIANG;;HU JIA-HAO,https://lens.org/014-412-219-565-559
582,014-929-891-209-183,EP,2024-05-01,2024,MECHANOCHEMICALLY INDUCED HIGH-EFFICIENT METHOD FOR RECYCLING D-ELEMENTS FROM LI-ION BATTERY WASTES,"The present invention relates to a method for recycling transition metals from Li-ion batteries. Specifically, the present invention relates to a highly efficient method for recycling transition metals from Li-ion batteries via mechanochemical reduction of the transition metals and leaching.",KARLSRUHER INST TECHNOLOGIE,DOLOTKO OLEKSANDR;;KNAPP MICHAEL;;EHRENBERG HELMUT,https://lens.org/014-929-891-209-183
583,019-371-200-376-057,US,2024-09-17,2024,Prepatation method and prepatation device of lithium-ion battery electrode,"A method of preparing a lithium-ion battery electrode, S1, preparing a carbon nanotube raw material; S2, providing an electrode active material and a solvent; S3, mixing the carbon nanotube raw material and the electrode active material with the solvent to form a mixture, and stirring the mixture to form an electrode mixture; and S4, spraying the electrode mixture on a substrate to form an electrode layer, and removing the substrate and drying the electrode layer to form the lithium-ion battery electrode.",UNIV TSINGHUA;;HON HAI PREC IND CO LTD,FANG ZHEN-HAN;;WANG JIA-PING;;FAN SHOU-SHAN,https://lens.org/019-371-200-376-057
584,024-062-452-439-706,CN,2017-07-21,2017,Repairable lithium battery device and repair method thereof,"This application discloses a repairable lithium battery device and a repair method thereof. The lithium battery device comprises a shell, an electric core and an electrode column, the electric core is arranged in the shell, the electrode column is electrically connected to the electric core, the electric core comprises an anode, a cathode, an electrolyte, a diaphragm and a repair mechanism, the repair mechanism comprises a closed cavity, active metal and an lead-out device, the active metal is arranged in the closed cavity, the lead-out device is electrically connected to the active metal, and the closed cavity is adjacent to the interior of the shell. According to the repairable lithium battery device, the closed cavity containing the active metal is preset in the shell, the normal operation of lithium batteries is not influenced, after the capacity of the batteries is reduced, the metal lead-out device and the active metal lithium are connected together so that recycled batteries can be activated, recycling and re-usage of the lithium batteries are achieved, the service life of the lithium batteries is prolonged, the direct scrap pollution is avoided, and the recycling cost is reduced.",SHANGHAI NAXIAO ENERGY TECH CO LTD,WU XIAODONG,https://lens.org/024-062-452-439-706
585,025-796-328-135-122,EP,2018-01-17,2018,METHOD OF RECYCLING AND PROCESSING WASTE BATTERY,"A method of recycling and processing a waste battery. The method comprises the following steps: (1) preparing a waste battery, additionally preparing a slagging agent containing at least 10 wt.% of Si and/or Mn; (2) adding various prepared materials to a smelting furnace so as to generate an Alloy containing Co and/or Ni, and slag containing Mn and dust; controlling a partial pressure of oxygen, a smelting temperature and duration time in a smelting furnace, such that a generated Mn-containing slag contains ¥ 15 wt.% of Mn, ¤ 5 wt.% of Fe, and ¤ 30 wt.% of Al 2 O 3 , and 0.2 ¤ Mn/SiO 2 ¤ 3.0.",CHANGSHA RES INST MINING & METALLURGY CO LTD,XIAO SONGWEN;;REN GUOXING;;PAN BING;;FAN YOUQI;;XIA XING,https://lens.org/025-796-328-135-122
586,045-433-718-544-899,US,2016-03-15,2016,Optimizing battery use for known future load,"Methods for optimizing battery use for a known future load are described. In an embodiment, one or more battery cells are selected from a set of battery cells to provide power to a computing-based device. The battery cells are selected based on discharge profile data for each battery cell and both the current power requirement and a known future power requirement of the computing-based device. The known future power requirement is calculated based on information available to the operating system running on the computing-based device. In some examples, one or more battery cells may also be selected for charging when a power source is available and these cells may be selected based on charge profile data and the known future power requirement. The selection of the battery cells may also be made in order to satisfy a battery optimization goal, which may be defined by a user.",HODGES STEPHEN;;CHANDRA RANVEER;;MEINERSHAGEN JULIA LOUISE;;SCOTT JAMES;;MICROSOFT TECHNOLOGY LICENSING LLC,HODGES STEPHEN;;CHANDRA RANVEER;;MEINERSHAGEN JULIA LOUISE;;SCOTT JAMES,https://lens.org/045-433-718-544-899
587,060-687-760-145-254,US,2019-08-06,2019,Methods for online estimation of battery capacity and state of health,"In some variations, a method of real-time monitoring of battery capacity comprises correlating electrode open-circuit voltage with electrode state of charge for a selected electrode; compiling a look-up table to correlate the electrode open-circuit voltage with the electrode capacity at different values of the active-material capacity; during real-time operation, identifying first and second times at which battery terminal voltages are approximated as battery open-circuit voltages; and calculating battery capacity based on the difference in battery open-circuit voltages at the first and second times, current integration, and the look-up table. No reference electrode is needed, and a complete battery charge/discharge is not necessary to determine the capacity. This technique can therefore be implemented on-board and in real time to provide reliable capacity estimation even as the battery ages. The methods are applicable to various metal-ion secondary battery systems, including lithium-ion batteries, with different material chemistries.",HRL LAB LLC,WANG SHUOQIN;;WANG JOHN;;SOUKIAZIAN SOUREN;;GRAETZ JASON A,https://lens.org/060-687-760-145-254
588,066-187-787-304-849,CN,2015-09-09,2015,High-performance lithium sulfur battery,"The invention relates to a high-performance lithium sulfur battery, in particular to a lithium sulfur battery with high specific capacity and long cycle life. The high-performance lithium sulfur battery has the advantages that shortcomings of complicated processes for manufacturing anode materials and membrane materials in existing lithium sulfur batteries and high costs of the existing lithium sulfur batteries can be overcome, the lithium sulfur battery is high in specific capacity, good in recycling performance and low in cost and is safe and nontoxic, and a process for manufacturing the high-performance lithium sulfur battery is mature.",UNIV BEIJING CHEMICAL,HUANG YAQIN;;CHEN YILEI,https://lens.org/066-187-787-304-849
589,073-983-857-266-608,US,2024-08-15,2024,METHOD FOR RECYCLING LITHIUM IRON PHOSPHATE WASTE BATTER,"The disclosure discloses a method for recycling a lithium iron phosphate waste battery, and belongs to the technical field of battery recycling. In the method for recycling the lithium iron phosphate waste battery according to the disclosure, it takes a cathode material of the waste lithium iron phosphate battery as a main body, uses a lithium source, a ferric source and a phosphorus source to supplement lithium to the cathode material for repairing, and meanwhile, rebuilds a new lithium iron phosphate coating layer containing a carbon layer cross-linked structure on a surface of the cathode material to realize regeneration of the lithium iron phosphate The disclosure also provides a regenerated lithium iron phosphate/C cathode material prepared by the recycling method.",GUANGDONG BRUNP RECYCLING TECHNOLOGY CO LTD;;HUNAN BRUNP RECYCLING TECH CO LTD,YU HAIJUN;;XIE YINGHAO;;LI AIXIA;;LI CHANGDONG,https://lens.org/073-983-857-266-608
590,083-527-380-257-459,CN,2021-04-16,2021,Lithium ion battery protective shell convenient to disassemble,"The invention discloses a lithium ion battery protective shell convenient to disassemble, and particularly relates to the technical field of lithium ion batteries. The lithium ion battery protective shell comprises two shells, wherein the front walls and the rear walls of the two shells are provided with extrusion assemblies. Through the arrangement of the extrusion assemblies, when the lithium ion battery is recycled, a filling material in the lithium ion battery can be pushed out, precious metal can be collected conveniently, waste materials are fully treated, the economic benefit of lithium ion battery recycling is increased, and a human body is prevented from making contact with a battery material in the treatment process, so that human body health is ensured, and environmental protection is facilitated; and through the arrangement of an opening and closing assembly, when the lithium ion battery breaks down and needs to be recycled, the two shells are opened and closed in a linkage rotating mode, manual detection, maintenance and replacement of electronic elements in the battery are facilitated, the service life of the battery is prolonged, the working safety of the battery is ensured, and the practicability of the lithium ion battery is greatly improved.",HUNAN JIUSEN NEW ENERGY CO LTD,TANG XINPING,https://lens.org/083-527-380-257-459
591,087-268-696-643-817,US,2019-09-26,2019,POWER BATTERY AND POSITIVE ELECTRODE PLATE THEREOF,"The present invention provides a power battery and a positive electrode plate thereof. The positive electrode plate includes a positive current collector and a positive active material layer formed on the positive current collector. The positive active material layer contains a mixture of lithium iron phosphate and FeF3, or a mixture of lithium iron phosphate and LiFe2F6, or a mixture of lithium iron phosphate, FeF3 and LiFe2F6. FeF3 or LiFe2F6 has a high gram capacity of more than 200 mAh/g and has a charge and discharge interval close to that of lithium iron phosphate, which can improve the energy density and the safety performance of the power battery.",CONTEMPORARY AMPEREX TECHNOLOGY CO LTD,LI RUIFA;;LIU XIAOMEI;;TENG GUOPENG;;XU YONGGANG;;LI BO,https://lens.org/087-268-696-643-817
592,100-529-646-724-485,US,2022-01-27,2022,METHODS AND SYSTEMS FOR SCALABLE DIRECT RECYCLING OF BATTERIES,"A method includes processing at least one battery into a plurality of core sections. Each core section in the plurality of core sections includes an anode section, a cathode section including a cathode material, a separator section disposed between the anode section and the cathode section, and an electrolyte. The method also includes disposing the plurality of core sections into a solvent so as to produce a mixture of cathode materials from the plurality of core sections. The solvent and the electrolyte form an ionic conductive medium, and the mixture of the cathode materials is characterized by a substantially homogeneous distribution of an active element in the cathode material.",LI IND INC,YOUNG DAVID;;LI ZHENG;;ELLIS MICHAEL W;;SCHMIDT NOLAN D;;HAN XU,https://lens.org/100-529-646-724-485
593,128-514-329-694-299,US,2023-01-26,2023,Early-Life Diagnostics For Fast Battery Formation Protocols And Their Impacts To Long-Term Aging,"The present disclosure relates to a method for optimizing the formation protocol of a battery. The method can include the steps of: (a) providing a battery cell structure comprising an anode, an electrolyte, and a cathode including cations that move from the cathode to the anode during charging; (b) performing a first charge of the battery cell structure using a predetermined formation protocol to create a formed battery cell; and (c) determining a cell internal resistance of the formed battery cell. Therefore, one can compare the cell internal resistances of two battery cells formed by using identical battery cell structures and different formation protocols, and select a formation protocol if the first cell internal resistance of a first formed battery is greater than or less than the second cell internal resistance of a second formed battery.",UNIV MICHIGAN REGENTS,STEFANOPOULOU ANNA G;;WENG ANDREW;;MOHTAT PEYMAN;;ATTIA PETER M;;SULZER VALENTIN;;LEE SUHAK;;LESS GREG,https://lens.org/128-514-329-694-299
594,129-828-150-292-693,EP,2019-10-02,2019,METHOD OF RECYCLING AND PROCESSING WASTE BATTERY,,CHANGSHA RES INST MINING & METALLURGY CO LTD,XIAO SONGWEN;;REN GUOXING;;PAN BING;;FAN YOUQI;;XIA XING,https://lens.org/129-828-150-292-693
595,129-847-289-785-752,US,2018-09-20,2018,POLYETHYLENEIMINE-ATTACHED CARBONACEOUS MATERIAL AND SEPARATOR FOR LITHIUM-SULFUR BATTERY COATED WITH THE SAME,"A polyethyleneimine-attached carbonaceous material for a separator for a secondary battery. The carbonaceous material for coating a separator for a secondary battery adsorbs lithium polysulfides (LiPS) to inhibit a shuttling reaction between an anode and a cathode, caused by the dissolution of lithium polysulfides in electrolyte, and increases recyclability of lithium polysulfides, resulting in improvement of life characteristics and rate characteristics of a battery.",KOREA INST SCI & TECH,CHO WON IL;;KIM MUN SEK;;NAH IN WOOK;;LIM YOUNG ROK;;PARK SUN MIN;;OH IN HWAN,https://lens.org/129-847-289-785-752
596,183-234-958-304-239,US,2023-11-16,2023,METHODS AND SYSTEMS FOR SCALABLE DIRECT RECYCLING OF BATTERY WASTE,"Embodiments described herein relate to methods of recycling battery waste. In some aspects, a method can include applying a first heat treatment at a temperature of between about 100° C. and about 700° C. to the battery waste, the first heat treatment decomposing at least about 80 wt % of the binder, separating the electrode material from the current collector, and applying a second heat treatment at a temperature between about 400° C. and about 1,200° C. to the electrode material to produce a regenerated electrode material, the second heat treatment decomposing at least 90 wt % of binder remaining in the electrode material to produce a regenerated electrode material. In some embodiments, the method can include applying a surface treatment to the electrode material to remove surface coatings and/or surface impurities from the electrode material. In some embodiments, the surface treatment can include applying a solvent to the electrode material.",LI IND INC,ZHENG PANNI;;YOUNG DAVID;;YANG TAIRAN;;LI ZHENG;;ELLIS MICHAEL W,https://lens.org/183-234-958-304-239
597,184-824-549-242-221,US,2024-03-28,2024,"POSITIVE ELECTRODE PLATE, SECONDARY BATTERY, BATTERY MODULE, BATTERY PACK, POWER CONSUMING DEVICE, AND METHOD FOR BALANCING INTERNAL VOLTAGE DIFFERENCE OF BATTERY","A positive electrode plate includes a first active material and a second active material. The first active material is selected from a lithium iron phosphate-based material represented by a formula LiFe1-xMnxPO4, where x is between 0-0.8. The second active material includes one or more of lithium nickelate, lithium manganate, lithium cobaltate, lithium nickel cobalt manganate, lithium nickel cobalt aluminate, a lithium-rich manganese base, and lithium vanadium phosphate. An amount of the second active material used accounts for, by mass, 10-70%, on the basis of a total mass of the first active material and the second active material.",CONTEMPORARY AMPEREX TECHNOLOGY CO LTD,WU YIYANG;;YE YONGHUANG;;WU BAOZHEN;;WU KAI,https://lens.org/184-824-549-242-221
598,198-426-097-118-493,US,2024-10-01,2024,Method for recycling lithium iron phosphate waste battery,"The disclosure discloses a method for recycling a lithium iron phosphate waste battery, and belongs to the technical field of battery recycling. In the method for recycling the lithium iron phosphate waste battery according to the disclosure, it takes a cathode material of the waste lithium iron phosphate battery as a main body, uses a lithium source, a ferric source and a phosphorus source to supplement lithium to the cathode material for repairing, and meanwhile, rebuilds a new lithium iron phosphate coating layer containing a carbon layer cross-linked structure on a surface of the cathode material to realize regeneration of the lithium iron phosphate The disclosure also provides a regenerated lithium iron phosphate/C cathode material prepared by the recycling method.",GUANGDONG BRUNP RECYCLING TECHNOLOGY CO LTD;;HUNAN BRUNP RECYCLING TECH CO LTD,YU HAIJUN;;XIE YINGHAO;;LI AIXIA;;LI CHANGDONG,https://lens.org/198-426-097-118-493
599,199-100-658-906-702,US,2016-09-06,2016,Device and method for determining deterioration of secondary battery,"A secondary battery is implemented as an assembly of a plurality of battery modules. An ECU calculates a deterioration indicator quantitatively indicating a degree of deterioration of a battery module for each of the plurality of battery modules, and detects as a module to be replaced, a battery module of which deterioration indicator has reached a prescribed replacement level. The ECU further extracts a module to additionally be replaced, which should be replaced simultaneously with the module to be replaced above, from battery modules of which deterioration indicator has not reached the replacement level, among the plurality of battery modules.",TAKAHASHI KENJI;;HAGA NOBUYASU;;TOMURA SHUJI;;TOYOTA MOTOR CO LTD,TAKAHASHI KENJI;;HAGA NOBUYASU;;TOMURA SHUJI,https://lens.org/199-100-658-906-702
600,008-982-149-562-375,US,2018-07-26,2018,DEVICES AND METHODS COMPRISING SUPERCAPACITOR-EMULATING FAST-CHARGING BATTERIES,"Methods and supercapacitor-emulating fast-charging batteries are provided. Methods comprise configuring a fast-charging battery to emulate a supercapacitor with given specifications by operating the fast-charging battery only within a partial operation range which is defined according to the given specifications of the supercapacitor and is smaller than 20%, possibly 5% or 1%, of a full operation range of the fast-charging battery. Devices are provided, which comprise control circuitry and a modified fast-charging lithium ion battery having Si, Ge and/or Sn-based anode active material and designed to operate at 5 C at least and within a range of 5% at most around a working point of between 60-80% lithiation of the Si, Ge and/or Sn-based anode active material, wherein the control circuitry is configured to maintain a state of charge (SOC) of the battery within the operation range around the working point.",STOREDOT LTD,ARONOV DANIEL,https://lens.org/008-982-149-562-375
601,017-525-331-472-694,US,2020-12-22,2020,Devices and methods comprising supercapacitor-emulating fast-charging batteries,"Methods and supercapacitor-emulating fast-charging batteries are provided. Methods comprise configuring a fast-charging battery to emulate a supercapacitor with given specifications by operating the fast-charging battery only within a partial operation range which is defined according to the given specifications of the supercapacitor and is smaller than 20%, possibly 5% or 1%, of a full operation range of the fast-charging battery. Devices are provided, which comprise control circuitry and a modified fast-charging lithium ion battery having Si, Ge and/or Sn-based anode active material and designed to operate at 5 C at least and within a range of 5% at most around a working point of between 60-80% lithiation of the Si, Ge and/or Sn-based anode active material, wherein the control circuitry is configured to maintain a state of charge (SOC) of the battery within the operation range around the working point.",STOREDOT LTD,ARONOV DANIEL,https://lens.org/017-525-331-472-694
602,025-406-299-155-071,US,2021-03-18,2021,FAST CHARGING LITHIUM-ION BATTERY,"A fast charging lithium-ion battery includes a positive electrode plate, a negative electrode plate, a separator, and an electrolyte. The positive electrode plate includes a positive current collector and a positive active material layers. The negative electrode plate includes a negative current collector and negative active material layers. The negative active material layers include titanium niobium oxide, lithium titanate, or a combination thereof. The separator is disposed between the positive electrode plate and the negative electrode plate. The electrolyte contacts the positive electrode plate and the negative electrode plate. The negative active material layers have an effective area corresponding to the positive electrode plate. The negative active material layers have a thickness on one surface of the negative current collector. A ratio of the effective area to the thickness is greater than 2×105 mm.",IND TECH RES INST,SHIEH DENG-TSWEN;;YEH SHENG-FA;;LIAO SHIH-CHIEH;;CHEN CHING-YU;;HUANG HAO-TZU,https://lens.org/025-406-299-155-071
603,038-783-433-022-006,US,2022-06-16,2022,High-Power Heating Suit Compatible with Fast Charging Mobile Power Supply,"A high-power heating suit compatible with fast charging mobile power supply includes a suit for users to wear, wherein an inner layer of the suit is arranged with a heating element in the form of a sandwich, a surface of the suit is provided with a removable mobile power supply, and the heating element is equipped with a USB power cord to connect the mobile power supply for power, and the USB power cord adopts a USB connector that supports fast charging protocol identification; the mobile power supply further equipped with an integrated module, a USB charging interface, and a USB power supply interface; the integrated module is embedded inside with a fast charging protocol that supports the USB charging interface and the USB power supply interface; an output power of the heating element can reach up to 28 W, which can reach the temperature making the user feel comfortable.",LI ZHENGLIE,LI ZHENGLIE,https://lens.org/038-783-433-022-006
604,044-801-100-168-959,CN,2017-05-24,2017,Lithium battery fast charging and discharging device and lithium battery fast charging and discharging method,"The invention relates to a lithium battery fast charging and discharging device and a lithium battery fast charging and discharging method. The lithium battery fast charging and discharging device comprises a rechargeable lithium battery pack, an MCU main control system, a DC-DC boosting module, a battery protection module, a lithium battery charging module, and a sampling resistor. The MCU main control system is connected with the DC-DC boosting module and the lithium battery charging module. The sampling resistor is connected with the battery protection module and the rechargeable lithium battery. The DC-DC boosting module is connected with the lithium battery charging module. The lithium battery charging module is connected with the input end of the lithium battery. The output end of the lithium battery is connected with a discharging management module. The MCU main control system is used to control the battery protection module, the DC-DC boosting module, the lithium battery charging module, and the discharging management module. The lithium battery charging module is used for charging the rechargeable lithium battery pack. The high-rate lithium battery is cooperated with a fast charging technology, and the lithium battery can be fully charged in about ten minutes, and therefore use of users is greatly facilitated, and the lithium battery fast charging and discharging device and the lithium battery fast charging and discharging method are really used for emergency situations.",GUANGZHOU DATIAN COMPUTER TECH CO LTD,LI JUN,https://lens.org/044-801-100-168-959
605,049-594-119-681-464,US,2020-03-24,2020,Fast-charging lithium ion batterie unit,"Methods, systems and battery modules are provided, which increase the cycling lifetime of fast charging lithium ion batteries. During the formation process, the charging currents are adjusted to optimize the cell formation, possibly according to the characteristics of the formation process itself, and discharge extents are partial and optimized as well, as is the overall structure of the formation process. During operation, voltage ranges are initially set to be narrow, and are broadened upon battery deterioration to maximize the overall lifetime. Current adjustments are applied in operation as well, with respect to the deteriorating capacity of the battery. Various formation and operation strategies are disclosed, as basis for specific optimizations.",STOREDOT LTD,KRASOVITSKY LEONID;;SELEZNYOV VLADIMIR;;ARONOV DANIEL,https://lens.org/049-594-119-681-464
606,051-973-069-448-358,US,2021-08-10,2021,Extending cycling lifetime of fast-charging lithium ion batteries,"Methods, systems and battery modules are provided, which increase the cycling lifetime of fast charging lithium ion batteries. During the formation process, the charging currents are adjusted to optimize the cell formation, possibly according to the characteristics of the formation process itself, and discharge extents are partial and optimized as well, as is the overall structure of the formation process. During operation, voltage ranges are initially set to be narrow, and are broadened upon battery deterioration to maximize the overall lifetime. Current adjustments are applied in operation as well, with respect to the deteriorating capacity of the battery. Various formation and operation strategies are disclosed, as basis for specific optimizations.",STOREDOT LTD,KRASOVITSKY LEONID;;SELEZNYOV VLADIMIR;;ARONOV DANIEL;;GRUNWALD ASSAF,https://lens.org/051-973-069-448-358
607,066-888-501-130-495,US,2021-07-08,2021,ENERGY AND POWER DENSE FAST-CHARGING LITHIUM ION BATTERIES,"Prelithiation methods and fast charging lithium ion cell are provided, which combine high energy density and high power density. Several structural and chemical modifications are disclosed to enable combination of features that achieve both goals simultaneously in fast charging cells having long cycling lifetime. The cells have anodes with high content of Si, Ge and/or Sn as principal anode material, and cathodes providing a relatively low C/A ratio, with the anodes being prelithiated to have a high lithium content, provided by a prelithiation algorithm. Disclosed algorithms determine lithium content achieved through prelithiation by optimizing the electrolyte to increase cycling lifetime, adjusting energy density with respect to other cell parameters, and possibly reducing the C/A ratio to maintain the required cycling lifetime.",STOREDOT LTD,SHTERENBERG IVGENI;;SELLA ERAN;;MATZNER EYNAT;;COHEN SHIREL;;MAZOR SHAFIR HADAR;;ARONOV DANIEL,https://lens.org/066-888-501-130-495
608,082-355-348-912-375,EP,2024-08-28,2024,FAST CHARGING LITHIUM-ION BATTERY,,IND TECH RES INST,SHIEH DENG-TSWEN;;YEH SHENG-FA;;LIAO SHIH-CHIEH;;CHEN CHING-YU;;HUANG HAO-TZU,https://lens.org/082-355-348-912-375
609,096-308-236-797-612,US,2018-10-18,2018,FAST-CHARGING LITHIUM ION BATTERIE UNIT,"Methods, systems and battery modules are provided, which increase the cycling lifetime of fast charging lithium ion batteries. During the formation process, the charging currents are adjusted to optimize the cell formation, possibly according to the characteristics of the formation process itself, and discharge extents are partial and optimized as well, as is the overall structure of the formation process. During operation, voltage ranges are initially set to be narrow, and are broadened upon battery deterioration to maximize the overall lifetime. Current adjustments are applied in operation as well, with respect to the deteriorating capacity of the battery. Various formation and operation strategies are disclosed, as basis for specific optimizations.",STOREDOT LTD,KRASOVITSKY LEONID;;SELEZNYOV VLADIMIR;;ARONOV DANIEL,https://lens.org/096-308-236-797-612
610,099-911-292-769-11X,US,2021-09-09,2021,DEVICE AND METHOD FOR FAST CHARGE OF BATTERIES,"An anode configured for fast charging a lithium-ion battery includes an anode substrate and a coating provided on a surface of the anode substrate for increasing an overpotential of Li metal to inhibit Li metal plating during extreme fast charging a lithium-ion battery fabricated with the anode. The anode is fabricated by a process of applying a coating to the anode substrate surface that comprises a nanolayer of Cu, or a nanolayer of Ni or a composite nanolayer of Cu and Ni.",UNIV NEW YORK STATE RES FOUND;;BROOKHAVEN SCIENCE ASS LLC,TAKEUCHI ESTHER S;;MARSCHILOK AMY C;;TAKEUCHI KENNETH;;BOCK DAVID C,https://lens.org/099-911-292-769-11X
611,113-917-967-580-490,CN,2021-11-05,2021,Quick-charging lithium battery pack,"The invention discloses a fast-charging lithium battery pack. The lithium battery pack comprises a frame body, the lithium battery pack is arranged in the frame body, a fast charging device is arranged above the lithium battery pack, a discharging device is arranged below the lithium battery pack, and the fast charging device, the lithium battery pack and the discharging device are sequentially connected through wires. Through the designed fast charging device, the charging speed of the lithium battery pack can be fast completed, and the problem that the lithium battery is inconvenient to use due to the slow charging speed is avoided.",SHENZHEN BEIZEER ELECTRONIC CO LTD,CAO ZHENWU,https://lens.org/113-917-967-580-490
612,116-343-571-068-924,CN,2020-08-04,2020,Fast-charging lithium battery,"The utility model discloses a quick-charging lithium battery which comprises a battery shell, a lithium battery main body positioned in an inner cavity of the battery shell, a battery cover connectedto the top end of the battery shell, and a cooling fan connected to the top surface of the left side of the battery shell, a buffer layer is arranged at the bottom of an inner cavity of the battery shell; a damping plate is arranged between the top of the buffer layer and the bottom of the lithium battery main body; and a concentric-square-shaped gas collection through groove is formed in the inner wall of the battery shell. According to the quick-charging lithium battery, the heat dissipation speed in the lithium battery can be increased, the heat dissipation effect and the anti-vibration effect of the lithium battery are improved, and shaking abrasion and vibration abrasion generated during use are reduced, so that the service life of the lithium battery is prolonged, and popularizationand application of the quick-charging lithium battery are facilitated.",SHENZHEN QIANHAI PAIWO TECH CO LTD,ZHENG HAIMING,https://lens.org/116-343-571-068-924
613,124-150-334-887-992,US,2015-08-20,2015,Mobile Device Case with Fast Charging Battery Pack,A fast charging mobile battery pack is usable to accept approximately 12V DC or between approximately 100V-240V AC and manage the voltage and current levels to rapidly charge a battery of a portable electronic device and/or one or more battery cells within the fast charging mobile battery pack. The fast charging portable battery pack may additionally include multiple output ports to provide different voltage and/or current levels to desired portable electronic devices.,UNU ELECTRONICS INC,CAI SEN;;ZHANG CHENGPING;;MAO MINGQUAN;;WANG JINSONG;;QIN CHUANBAO,https://lens.org/124-150-334-887-992
